usia,tinggi,bmi,berat,jk,dosis_mg_per_kg,dosis_mg,exposure_index,exposure_category
69,150,40,90.0,L,15,1350.0,10.18791165199134,MODERATE_EXPOSURE
69,150,40,90.0,L,30,2700.0,11.566865341323956,HIGH_EXPOSURE
69,150,40,90.0,L,50,4500.0,12.585570487069322,HIGH_EXPOSURE
69,150,40,90.0,P,0.5,45.0,3.7440375802723076,LOW_EXPOSURE
69,150,40,90.0,P,1,90.0,4.945453601113332,LOW_EXPOSURE
69,150,40,90.0,P,3,270.0,7.00631413863249,LOW_EXPOSURE
69,150,40,90.0,P,5,450.0,7.999205855052644,LOW_EXPOSURE
69,150,40,90.0,P,8,720.0,8.922798159229444,MODERATE_EXPOSURE
69,150,40,90.0,P,10,900.0,9.363574629899823,MODERATE_EXPOSURE
69,150,40,90.0,P,15,1350.0,10.167126584284837,MODERATE_EXPOSURE
69,150,40,90.0,P,30,2700.0,11.546007189301333,HIGH_EXPOSURE
69,150,40,90.0,P,50,4500.0,12.564682909699542,HIGH_EXPOSURE
69,160,16,41.0,L,0.5,20.5,3.5841427954229226,LOW_EXPOSURE
69,160,16,41.0,L,1,41.0,4.774638379854207,LOW_EXPOSURE
69,160,16,41.0,L,3,122.9,6.827057911178848,LOW_EXPOSURE
69,160,16,41.0,L,5,204.8,7.818124002601483,LOW_EXPOSURE
69,160,16,41.0,L,8,327.7,8.740666871592381,MODERATE_EXPOSURE
69,160,16,41.0,L,10,409.6,9.181089810581291,MODERATE_EXPOSURE
69,160,16,41.0,L,15,614.4,9.984167442061953,MODERATE_EXPOSURE
69,160,16,41.0,L,30,1228.8,11.362570312196713,HIGH_EXPOSURE
69,160,16,41.0,L,50,2048.0,12.381053972451912,HIGH_EXPOSURE
69,160,16,41.0,P,0.5,20.5,3.56614138174783,LOW_EXPOSURE
69,160,16,41.0,P,1,41.0,4.754327181709781,LOW_EXPOSURE
69,160,16,41.0,P,3,122.9,6.804800026763361,LOW_EXPOSURE
69,160,16,41.0,P,5,204.8,7.795425742323619,LOW_EXPOSURE
69,160,16,41.0,P,8,327.7,8.717712288837836,MODERATE_EXPOSURE
69,160,16,41.0,P,10,409.6,9.158048353108462,MODERATE_EXPOSURE
69,160,16,41.0,P,15,614.4,9.961009010252534,MODERATE_EXPOSURE
69,160,16,41.0,P,30,1228.8,11.339293580474466,HIGH_EXPOSURE
69,160,16,41.0,P,50,2048.0,12.357729544339058,HIGH_EXPOSURE
69,160,18.5,47.4,L,0.5,23.7,3.621576558586888,LOW_EXPOSURE
69,160,18.5,47.4,L,1,47.4,4.8148501023899914,LOW_EXPOSURE
69,160,18.5,47.4,L,3,142.1,6.869439896403376,LOW_EXPOSURE
69,160,18.5,47.4,L,5,236.8,7.860978054977443,LOW_EXPOSURE
69,160,18.5,47.4,L,8,378.9,8.783792719928591,MODERATE_EXPOSURE
69,160,18.5,47.4,L,10,473.6,9.22430729260124,MODERATE_EXPOSURE
69,160,18.5,47.4,L,15,710.4,10.027507922993781,MODERATE_EXPOSURE
69,160,18.5,47.4,L,30,1420.8,11.406034742575795,HIGH_EXPOSURE
69,160,18.5,47.4,L,50,2368.0,12.424568251900048,HIGH_EXPOSURE
69,160,18.5,47.4,P,0.5,23.7,3.6038861192061122,LOW_EXPOSURE
69,160,18.5,47.4,P,1,47.4,4.795003172336542,LOW_EXPOSURE
69,160,18.5,47.4,P,3,142.1,6.847786365119032,LOW_EXPOSURE
69,160,18.5,47.4,P,5,236.8,7.838917101831585,LOW_EXPOSURE
69,160,18.5,47.4,P,8,378.9,8.761494830379542,MODERATE_EXPOSURE
69,160,18.5,47.4,P,10,473.6,9.201929132600185,MODERATE_EXPOSURE
69,160,18.5,47.4,P,15,710.4,10.005021707937034,MODERATE_EXPOSURE
69,160,18.5,47.4,P,30,1420.8,11.38343927910909,HIGH_EXPOSURE
69,160,18.5,47.4,P,50,2368.0,12.401928750265135,HIGH_EXPOSURE
69,160,22,56.3,L,0.5,28.2,3.6648411516767787,LOW_EXPOSURE
69,160,22,56.3,L,1,56.3,4.861246486698129,LOW_EXPOSURE
69,160,22,56.3,L,3,169.0,6.918278273879004,LOW_EXPOSURE
69,160,22,56.3,L,5,281.6,7.910347078477588,LOW_EXPOSURE
69,160,22,56.3,L,8,450.6,8.833467182180776,MODERATE_EXPOSURE
69,160,22,56.3,L,10,563.2,9.274084717044426,MODERATE_EXPOSURE
69,160,22,56.3,L,15,844.8,10.077423541497456,MODERATE_EXPOSURE
69,160,22,56.3,L,30,1689.6,11.4560896103745,HIGH_EXPOSURE
69,160,22,56.3,L,50,2816.0,12.474679118346039,HIGH_EXPOSURE
69,160,22,56.3,P,0.5,28.2,3.647380761350642,LOW_EXPOSURE
69,160,22,56.3,P,1,56.3,4.8418003816705655,LOW_EXPOSURE
69,160,22,56.3,P,3,169.0,6.8971817588027555,LOW_EXPOSURE
69,160,22,56.3,P,5,281.6,7.888879873502912,LOW_EXPOSURE
69,160,22,56.3,P,8,450.6,8.811784645431992,MODERATE_EXPOSURE
69,160,22,56.3,P,10,563.2,9.252329269158727,MODERATE_EXPOSURE
69,160,22,56.3,P,15,844.8,10.055569976915198,MODERATE_EXPOSURE
69,160,22,56.3,P,30,1689.6,11.434136882289145,HIGH_EXPOSURE
69,160,22,56.3,P,50,2816.0,12.452686427741178,HIGH_EXPOSURE
69,160,25,64.0,L,0.5,32.0,3.695568191930113,LOW_EXPOSURE
69,160,25,64.0,L,1,64.0,4.894152900549013,LOW_EXPOSURE
69,160,25,64.0,L,3,192.0,6.952881850417707,LOW_EXPOSURE
69,160,25,64.0,L,5,320.0,7.945319207031113,LOW_EXPOSURE
69,160,25,64.0,L,8,512.0,8.868651409870646,MODERATE_EXPOSURE
69,160,25,64.0,L,10,640.0,9.309340436162897,MODERATE_EXPOSURE
69,160,25,64.0,L,15,960.0,10.11277521014022,MODERATE_EXPOSURE
69,160,25,64.0,L,30,1920.0,11.491537955377131,HIGH_EXPOSURE
69,160,25,64.0,L,50,3200.0,12.510166339781943,HIGH_EXPOSURE
69,160,25,64.0,P,0.5,32.0,3.678176813921734,LOW_EXPOSURE
69,160,25,64.0,P,1,64.0,4.87489302816197,LOW_EXPOSURE
69,160,25,64.0,P,3,192.0,6.932078944596272,LOW_EXPOSURE
69,160,25,64.0,P,5,320.0,7.924170865106,LOW_EXPOSURE
69,160,25,64.0,P,8,512.0,8.847302588517769,MODERATE_EXPOSURE
69,160,25,64.0,P,10,640.0,9.287923762657988,MODERATE_EXPOSURE
69,160,25,64.0,P,15,960.0,10.091267251589159,MODERATE_EXPOSURE
69,160,25,64.0,P,30,1920.0,11.469937765411153,HIGH_EXPOSURE
69,160,25,64.0,P,50,3200.0,12.488528988694643,HIGH_EXPOSURE
69,160,28,71.7,L,0.5,35.8,3.7218002294612957,LOW_EXPOSURE
69,160,28,71.7,L,1,71.7,4.9222214345740225,LOW_EXPOSURE
69,160,28,71.7,L,3,215.0,6.982379790560609,LOW_EXPOSURE
69,160,28,71.7,L,5,358.4,7.975127474732634,LOW_EXPOSURE
69,160,28,71.7,L,8,573.4,8.898638256422048,MODERATE_EXPOSURE
69,160,28,71.7,L,10,716.8,9.339387473534423,MODERATE_EXPOSURE
69,160,28,71.7,L,15,1075.2,10.142903028721683,MODERATE_EXPOSURE
69,160,28,71.7,L,30,2150.4,11.521747165212851,HIGH_EXPOSURE
69,160,28,71.7,L,50,3584.0,12.540408278921799,HIGH_EXPOSURE
69,160,28,71.7,P,0.5,35.8,3.704399544799464,LOW_EXPOSURE
69,160,28,71.7,P,1,71.7,4.90304979200705,LOW_EXPOSURE
69,160,28,71.7,P,3,215.0,6.961754618037597,LOW_EXPOSURE
69,160,28,71.7,P,5,358.4,7.954177922441305,LOW_EXPOSURE
69,160,28,71.7,P,8,573.4,8.877500608433955,MODERATE_EXPOSURE
69,160,28,71.7,P,10,716.8,9.318186191479708,MODERATE_EXPOSURE
69,160,28,71.7,P,15,1075.2,10.121616157666212,MODERATE_EXPOSURE
69,160,28,71.7,P,30,2150.4,11.500373842450028,HIGH_EXPOSURE
69,160,28,71.7,P,50,3584.0,12.51900013070858,HIGH_EXPOSURE
69,160,30,76.8,L,0.5,38.4,3.7372413747730597,LOW_EXPOSURE
69,160,30,76.8,L,1,76.8,4.938735595197141,LOW_EXPOSURE
69,160,30,76.8,L,3,230.4,6.999729083830098,LOW_EXPOSURE
69,160,30,76.8,L,5,384.0,7.992658076578205,LOW_EXPOSURE
69,160,30,76.8,L,8,614.4,8.91627319273602,MODERATE_EXPOSURE
69,160,30,76.8,L,10,768.0,9.357057576249778,MODERATE_EXPOSURE
69,160,30,76.8,L,15,1152.0,10.16062032773582,MODERATE_EXPOSURE
69,160,30,76.8,L,30,2304.0,11.539512016931964,HIGH_EXPOSURE
69,160,30,76.8,L,50,3840.0,12.558192252678896,HIGH_EXPOSURE
69,160,30,76.8,P,0.5,38.4,3.719803898018796,LOW_EXPOSURE
69,160,30,76.8,P,1,76.8,4.919583564757293,LOW_EXPOSURE
69,160,30,76.8,P,3,230.4,6.979175364257324,LOW_EXPOSURE
69,160,30,76.8,P,5,384.0,7.97179217721812,LOW_EXPOSURE
69,160,30,76.8,P,8,614.4,8.895226373001488,MODERATE_EXPOSURE
69,160,30,76.8,P,10,768.0,9.335949566488747,MODERATE_EXPOSURE
69,160,30,76.8,P,15,1152.0,10.139430029377408,MODERATE_EXPOSURE
69,160,30,76.8,P,30,2304.0,11.518238615743368,HIGH_EXPOSURE
69,160,30,76.8,P,50,3840.0,12.536885379371672,HIGH_EXPOSURE
69,160,33,84.5,L,0.5,42.2,3.7578341408958593,LOW_EXPOSURE
69,160,33,84.5,L,1,84.5,4.960753293670744,LOW_EXPOSURE
69,160,33,84.5,L,3,253.4,7.022856158118842,LOW_EXPOSURE
69,160,33,84.5,L,5,422.4,8.016026040572171,LOW_EXPOSURE
69,160,33,84.5,L,8,675.8,8.939779784186396,MODERATE_EXPOSURE
69,160,33,84.5,L,10,844.8,9.380610893834213,MODERATE_EXPOSURE
69,160,33,84.5,L,15,1267.2,10.184236356652146,MODERATE_EXPOSURE
69,160,33,84.5,L,30,2534.4,11.56319123177722,HIGH_EXPOSURE
69,160,33,84.5,L,50,4224.0,12.581896876331612,HIGH_EXPOSURE
69,160,33,84.5,P,0.5,42.2,3.7403095694643356,LOW_EXPOSURE
69,160,33,84.5,P,1,84.5,4.941588358279149,LOW_EXPOSURE
69,160,33,84.5,P,3,253.4,7.002357828060147,LOW_EXPOSURE
69,160,33,84.5,P,5,422.4,7.995231608766389,LOW_EXPOSURE
69,160,33,84.5,P,8,675.8,8.918813888629627,MODERATE_EXPOSURE
69,160,33,84.5,P,10,844.8,9.359587029393403,MODERATE_EXPOSURE
69,160,33,84.5,P,15,1267.2,10.163134553437544,MODERATE_EXPOSURE
69,160,33,84.5,P,30,2534.4,11.542010739469621,HIGH_EXPOSURE
69,160,33,84.5,P,50,4224.0,12.560684695568636,HIGH_EXPOSURE
69,160,37,94.7,L,0.5,47.4,3.78128551417418,LOW_EXPOSURE
69,160,37,94.7,L,1,94.7,4.985824868902255,LOW_EXPOSURE
69,160,37,94.7,L,3,284.2,7.049190303646102,LOW_EXPOSURE
69,160,37,94.7,L,5,473.6,8.04263447788754,LOW_EXPOSURE
69,160,37,94.7,L,8,757.8,8.966546093285519,MODERATE_EXPOSURE
69,160,37,94.7,L,10,947.2,9.40743041922536,MODERATE_EXPOSURE
69,160,37,94.7,L,15,1420.8,10.211127306697062,MODERATE_EXPOSURE
69,160,37,94.7,L,30,2841.6,11.59015415031588,HIGH_EXPOSURE
69,160,37,94.7,L,50,4736.0,12.608888736321582,HIGH_EXPOSURE
69,160,37,94.7,P,0.5,47.4,3.7636063127548725,LOW_EXPOSURE
69,160,37,94.7,P,1,94.7,4.966588637729652,LOW_EXPOSURE
69,160,37,94.7,P,3,284.2,7.028697553097465,LOW_EXPOSURE
69,160,37,94.7,P,5,473.6,8.021863733377831,LOW_EXPOSURE
69,160,37,94.7,P,8,757.8,8.945614536320294,MODERATE_EXPOSURE
69,160,37,94.7,P,10,947.2,9.386444521556374,MODERATE_EXPOSURE
69,160,37,94.7,P,15,1420.8,10.19006836980954,MODERATE_EXPOSURE
69,160,37,94.7,P,30,2841.6,11.569021495949599,HIGH_EXPOSURE
69,160,37,94.7,P,50,4736.0,12.587726402626696,HIGH_EXPOSURE
69,160,40,102.4,L,0.5,51.2,3.796376722841203,LOW_EXPOSURE
69,160,40,102.4,L,1,102.4,5.001961919420985,LOW_EXPOSURE
69,160,40,102.4,L,3,307.2,7.06614352787385,LOW_EXPOSURE
69,160,40,102.4,L,5,512.0,8.059765151707236,LOW_EXPOSURE
69,160,40,102.4,L,8,819.2,8.98377892214061,MODERATE_EXPOSURE
69,160,40,102.4,L,10,1024.0,9.424697686648475,MODERATE_EXPOSURE
69,160,40,102.4,L,15,1536.0,10.228440798939438,MODERATE_EXPOSURE
69,160,40,102.4,L,30,3072.0,11.607514222615633,HIGH_EXPOSURE
69,160,40,102.4,L,50,5120.0,12.626267541276768,HIGH_EXPOSURE
69,160,40,102.4,P,0.5,51.2,3.778565532981086,LOW_EXPOSURE
69,160,40,102.4,P,1,102.4,4.9826469288447175,LOW_EXPOSURE
69,160,40,102.4,P,3,307.2,7.045621217910718,LOW_EXPOSURE
69,160,40,102.4,P,5,512.0,8.038976442572135,LOW_EXPOSURE
69,160,40,102.4,P,8,819.2,8.962836221328525,MODERATE_EXPOSURE
69,160,40,102.4,P,10,1024.0,9.40370296858275,MODERATE_EXPOSURE
69,160,40,102.4,P,15,1536.0,10.207376179327724,MODERATE_EXPOSURE
69,160,40,102.4,P,30,3072.0,11.586379069391732,HIGH_EXPOSURE
69,160,40,102.4,P,50,5120.0,12.605103995398942,HIGH_EXPOSURE
69,170,16,46.2,L,0.5,23.1,3.6196987158264338,LOW_EXPOSURE
69,170,16,46.2,L,1,46.2,4.813055206394574,LOW_EXPOSURE
69,170,16,46.2,L,3,138.7,6.867741013149284,LOW_EXPOSURE
69,170,16,46.2,L,5,231.2,7.859303741750612,LOW_EXPOSURE
69,170,16,46.2,L,8,369.9,8.7821331532739,MODERATE_EXPOSURE
69,170,16,46.2,L,10,462.4,9.222652796560155,MODERATE_EXPOSURE
69,170,16,46.2,L,15,693.6,10.025860311631348,MODERATE_EXPOSURE
69,170,16,46.2,L,30,1387.2,11.40439416006687,HIGH_EXPOSURE
69,170,16,46.2,L,50,2312.0,12.4229305219541,HIGH_EXPOSURE
69,170,16,46.2,P,0.5,23.1,3.6017137602699996,LOW_EXPOSURE
69,170,16,46.2,P,1,46.2,4.792839422293338,LOW_EXPOSURE
69,170,16,46.2,P,3,138.7,6.845653674495281,LOW_EXPOSURE
69,170,16,46.2,P,5,231.2,7.836794054329837,LOW_EXPOSURE
69,170,16,46.2,P,8,369.9,8.759377806447505,MODERATE_EXPOSURE
69,170,16,46.2,P,10,462.4,9.199814217241514,MODERATE_EXPOSURE
69,170,16,46.2,P,15,693.6,10.002909684597988,MODERATE_EXPOSURE
69,170,16,46.2,P,30,1387.2,11.381330241717109,HIGH_EXPOSURE
69,170,16,46.2,P,50,2312.0,12.399820934006843,HIGH_EXPOSURE
69,170,18.5,53.5,L,0.5,26.7,3.656827378843732,LOW_EXPOSURE
69,170,18.5,53.5,L,1,53.5,4.852885831739108,LOW_EXPOSURE
69,170,18.5,53.5,L,3,160.4,6.909678918506586,LOW_EXPOSURE
69,170,18.5,53.5,L,5,267.3,7.901699591875589,LOW_EXPOSURE
69,170,18.5,53.5,L,8,427.7,8.824792598940103,MODERATE_EXPOSURE
69,170,18.5,53.5,L,10,534.6,9.265401099729724,MODERATE_EXPOSURE
69,170,18.5,53.5,L,15,802.0,10.068727878148396,MODERATE_EXPOSURE
69,170,18.5,53.5,L,30,1603.9,11.44738190099252,HIGH_EXPOSURE
69,170,18.5,53.5,L,50,2673.2,12.465966590723944,HIGH_EXPOSURE
69,170,18.5,53.5,P,0.5,26.7,3.639079584425801,LOW_EXPOSURE
69,170,18.5,53.5,P,1,53.5,4.833052134604619,LOW_EXPOSURE
69,170,18.5,53.5,P,3,160.4,6.888106047554334,LOW_EXPOSURE
69,170,18.5,53.5,P,5,267.3,7.879735492940721,LOW_EXPOSURE
69,170,18.5,53.5,P,8,427.7,8.802601143649111,MODERATE_EXPOSURE
69,170,18.5,53.5,P,10,534.6,9.243132646446309,MODERATE_EXPOSURE
69,170,18.5,53.5,P,15,802.0,10.04635579637815,MODERATE_EXPOSURE
69,170,18.5,53.5,P,30,1603.9,11.424905071141593,HIGH_EXPOSURE
69,170,18.5,53.5,P,50,2673.2,12.443447543846386,HIGH_EXPOSURE
69,170,22,63.6,L,0.5,31.8,3.6996380345580775,LOW_EXPOSURE
69,170,22,63.6,L,1,63.6,4.89873785040106,LOW_EXPOSURE
69,170,22,63.6,L,3,190.7,6.95789871428774,LOW_EXPOSURE
69,170,22,63.6,L,5,317.9,7.9504334715148595,LOW_EXPOSURE
69,170,22,63.6,L,8,508.6,8.873822312632736,MODERATE_EXPOSURE
69,170,22,63.6,L,10,635.8,9.31453052605675,MODERATE_EXPOSURE
69,170,22,63.6,L,15,953.7,10.117991127610978,MODERATE_EXPOSURE
69,170,22,63.6,L,30,1907.4,11.496779984492523,HIGH_EXPOSURE
69,170,22,63.6,L,50,3179.0,12.515418894181664,HIGH_EXPOSURE
69,170,22,63.6,P,0.5,31.8,3.6820346014380823,LOW_EXPOSURE
69,170,22,63.6,P,1,63.6,4.87920973256533,LOW_EXPOSURE
69,170,22,63.6,P,3,190.7,6.936778835184555,LOW_EXPOSURE
69,170,22,63.6,P,5,317.9,7.9289570116193016,LOW_EXPOSURE
69,170,22,63.6,P,8,508.6,8.852138870183097,MODERATE_EXPOSURE
69,170,22,63.6,P,10,635.8,9.292777024841229,MODERATE_EXPOSURE
69,170,22,63.6,P,15,953.7,10.096143368277128,MODERATE_EXPOSURE
69,170,22,63.6,P,30,1907.4,11.474836984801044,HIGH_EXPOSURE
69,170,22,63.6,P,50,3179.0,12.49343751961562,HIGH_EXPOSURE
69,170,25,72.2,L,0.5,36.1,3.7299600727847757,LOW_EXPOSURE
69,170,25,72.2,L,1,72.2,4.93117260840029,LOW_EXPOSURE
69,170,25,72.2,L,3,216.7,6.991976410829274,LOW_EXPOSURE
69,170,25,72.2,L,5,361.2,7.984867671331589,LOW_EXPOSURE
69,170,25,72.2,L,8,578.0,8.908461632462195,MODERATE_EXPOSURE
69,170,25,72.2,L,10,722.5,9.349238977401,MODERATE_EXPOSURE
69,170,25,72.2,L,15,1083.7,10.152792355250181,MODERATE_EXPOSURE
69,170,25,72.2,L,30,2167.5,11.531674684293831,HIGH_EXPOSURE
69,170,25,72.2,L,50,3612.5,12.550351179946361,HIGH_EXPOSURE
69,170,25,72.2,P,0.5,36.1,3.7123658369787966,LOW_EXPOSURE
69,170,25,72.2,P,1,72.2,4.911764222215898,LOW_EXPOSURE
69,170,25,72.2,P,3,216.7,6.9710775011732675,LOW_EXPOSURE
69,170,25,72.2,P,5,361.2,7.9636359781845965,LOW_EXPOSURE
69,170,25,72.2,P,8,578.0,8.887036949536354,MODERATE_EXPOSURE
69,170,25,72.2,P,10,722.5,9.327749001376308,MODERATE_EXPOSURE
69,170,25,72.2,P,15,1083.7,10.131214556219373,MODERATE_EXPOSURE
69,170,25,72.2,P,30,2167.5,11.510008174096281,HIGH_EXPOSURE
69,170,25,72.2,P,50,3612.5,12.528648933299667,HIGH_EXPOSURE
69,170,28,80.9,L,0.5,40.5,3.7557784406920645,LOW_EXPOSURE
69,170,28,80.9,L,1,80.9,4.958768344532989,LOW_EXPOSURE
69,170,28,80.9,L,3,242.8,7.020953770173191,LOW_EXPOSURE
69,170,28,80.9,L,5,404.6,8.014144775187349,LOW_EXPOSURE
69,170,28,80.9,L,8,647.4,8.9379111904226,MODERATE_EXPOSURE
69,170,28,80.9,L,10,809.2,9.378746656045923,MODERATE_EXPOSURE
69,170,28,80.9,L,15,1213.8,10.182378032216466,MODERATE_EXPOSURE
69,170,28,80.9,L,30,2427.6,11.561338943269238,HIGH_EXPOSURE
69,170,28,80.9,L,50,4046.0,12.580047037047082,HIGH_EXPOSURE
69,170,28,80.9,P,0.5,40.5,3.738125519027305,LOW_EXPOSURE
69,170,28,80.9,P,1,80.9,4.939393187110228,LOW_EXPOSURE
69,170,28,80.9,P,3,242.8,7.000172424144379,LOW_EXPOSURE
69,170,28,80.9,P,5,404.6,7.993050475735023,LOW_EXPOSURE
69,170,28,80.9,P,8,647.4,8.916635561302805,MODERATE_EXPOSURE
69,170,28,80.9,P,10,809.2,9.357409705003418,MODERATE_EXPOSURE
69,170,28,80.9,P,15,1213.8,10.16095862043014,MODERATE_EXPOSURE
69,170,28,80.9,P,30,2427.6,11.539836260906743,HIGH_EXPOSURE
69,170,28,80.9,P,50,4046.0,12.55851081673854,HIGH_EXPOSURE
69,170,30,86.7,L,0.5,43.3,3.7709410038918154,LOW_EXPOSURE
69,170,30,86.7,L,1,86.7,4.974967878002664,LOW_EXPOSURE
69,170,30,86.7,L,3,260.1,7.037959445274751,LOW_EXPOSURE
69,170,30,86.7,L,5,433.5,8.031325352698103,LOW_EXPOSURE
69,170,30,86.7,L,8,693.6,8.95519239726401,MODERATE_EXPOSURE
69,170,30,86.7,L,10,867.0,9.39606177734683,MODERATE_EXPOSURE
69,170,30,86.7,L,15,1300.5,10.19973866712529,MODERATE_EXPOSURE
69,170,30,86.7,L,30,2601.0,11.578745432599728,HIGH_EXPOSURE
69,170,30,86.7,L,50,4335.0,12.59747196467698,HIGH_EXPOSURE
69,170,30,86.7,P,0.5,43.3,3.7532233057544904,LOW_EXPOSURE
69,170,30,86.7,P,1,86.7,4.955581075664916,LOW_EXPOSURE
69,170,30,86.7,P,3,260.1,7.017215280818554,LOW_EXPOSURE
69,170,30,86.7,P,5,433.5,8.010279719398605,LOW_EXPOSURE
69,170,30,86.7,P,8,693.6,8.933972187458242,MODERATE_EXPOSURE
69,170,30,86.7,P,10,867.0,9.374782545612177,MODERATE_EXPOSURE
69,170,30,86.7,P,15,1300.5,10.178380080323517,MODERATE_EXPOSURE
69,170,30,86.7,P,30,2601.0,11.557306726263038,HIGH_EXPOSURE
69,170,30,86.7,P,50,4335.0,12.576000993705158,HIGH_EXPOSURE
69,170,33,95.4,L,0.5,47.7,3.791114104948575,LOW_EXPOSURE
69,170,33,95.4,L,1,95.4,4.996516039800081,LOW_EXPOSURE
69,170,33,95.4,L,3,286.1,7.060577032084892,LOW_EXPOSURE
69,170,33,95.4,L,5,476.8,8.054175018467802,LOW_EXPOSURE
69,170,33,95.4,L,8,763.0,8.978175597297081,MODERATE_EXPOSURE
69,170,33,95.4,L,10,953.7,9.419089982994464,MODERATE_EXPOSURE
69,170,33,95.4,L,15,1430.5,10.222827271960053,MODERATE_EXPOSURE
69,170,33,95.4,L,30,2861.1,11.601894890191762,HIGH_EXPOSURE
69,170,33,95.4,L,50,4768.5,12.62064589184057,HIGH_EXPOSURE
69,170,33,95.4,P,0.5,47.7,3.7732737374463303,LOW_EXPOSURE
69,170,33,95.4,P,1,95.4,4.977076441371521,LOW_EXPOSURE
69,170,33,95.4,P,3,286.1,7.0398443803755235,LOW_EXPOSURE
69,170,33,95.4,P,5,476.8,8.03315602939801,LOW_EXPOSURE
69,170,33,95.4,P,8,763.0,8.956990929718149,MODERATE_EXPOSURE
69,170,33,95.4,P,10,953.7,9.397849324011712,MODERATE_EXPOSURE
69,170,33,95.4,P,15,1430.5,10.201511350045646,MODERATE_EXPOSURE
69,170,33,95.4,P,30,2861.1,11.580503000671833,HIGH_EXPOSURE
69,170,33,95.4,P,50,4768.5,12.599223415451261,HIGH_EXPOSURE
69,170,37,106.9,L,0.5,53.5,3.8140060333072676,LOW_EXPOSURE
69,170,37,106.9,L,1,106.9,5.020968114370804,LOW_EXPOSURE
69,170,37,106.9,L,3,320.8,7.0862437941380705,LOW_EXPOSURE
69,170,37,106.9,L,5,534.6,8.080105536272889,LOW_EXPOSURE
69,170,37,106.9,L,8,855.4,9.004257900093785,MODERATE_EXPOSURE
69,170,37,106.9,L,10,1069.3,9.445223446526366,MODERATE_EXPOSURE
69,170,37,106.9,L,15,1603.9,10.2490293982354,MODERATE_EXPOSURE
69,170,37,106.9,L,30,3207.9,11.628166198486845,HIGH_EXPOSURE
69,170,37,106.9,L,50,5346.5,12.646945020026847,HIGH_EXPOSURE
69,170,37,106.9,P,0.5,53.5,3.7959737497435375,LOW_EXPOSURE
69,170,37,106.9,P,1,106.9,5.0014150821277585,LOW_EXPOSURE
69,170,37,106.9,P,3,320.8,7.065470084815109,LOW_EXPOSURE
69,170,37,106.9,P,5,534.6,8.059062527483324,LOW_EXPOSURE
69,170,37,106.9,P,8,855.4,8.983059232520052,MODERATE_EXPOSURE
69,170,37,106.9,P,10,1069.3,9.423972200198818,MODERATE_EXPOSURE
69,170,37,106.9,P,15,1603.9,10.22770749714821,MODERATE_EXPOSURE
69,170,37,106.9,P,30,3207.9,11.606773005348924,HIGH_EXPOSURE
69,170,37,106.9,P,50,5346.5,12.62552312938976,HIGH_EXPOSURE
69,170,40,115.6,L,0.5,57.8,3.828680287432043,LOW_EXPOSURE
69,170,40,115.6,L,1,115.6,5.036647166749436,LOW_EXPOSURE
69,170,40,115.6,L,3,346.8,7.1027064248033955,LOW_EXPOSURE
69,170,40,115.6,L,5,578.0,8.096738457893732,LOW_EXPOSURE
69,170,40,115.6,L,8,924.8,9.02098884322519,MODERATE_EXPOSURE
69,170,40,115.6,L,10,1156.0,9.461987432644808,MODERATE_EXPOSURE
69,170,40,115.6,L,15,1734.0,10.265837734296548,MODERATE_EXPOSURE
69,170,40,115.6,L,30,3468.0,11.645019223365466,HIGH_EXPOSURE
69,170,40,115.6,L,50,5780.0,12.663816016421666,HIGH_EXPOSURE
69,170,40,115.6,P,0.5,57.8,3.810494362636362,LOW_EXPOSURE
69,170,40,115.6,P,1,115.6,5.016990629838676,LOW_EXPOSURE
69,170,40,115.6,P,3,346.8,7.081875529417913,LOW_EXPOSURE
69,170,40,115.6,P,5,578.0,8.07564917155934,LOW_EXPOSURE
69,170,40,115.6,P,8,924.8,8.999750313641112,MODERATE_EXPOSURE
69,170,40,115.6,P,10,1156.0,9.440698509443802,MODERATE_EXPOSURE
69,170,40,115.6,P,15,1734.0,10.244481107003335,MODERATE_EXPOSURE
69,170,40,115.6,P,30,3468.0,11.623594297865875,HIGH_EXPOSURE
69,170,40,115.6,P,50,5780.0,12.642363603228922,HIGH_EXPOSURE
69,180,16,51.8,L,0.5,25.9,3.65299003055807,LOW_EXPOSURE
69,180,16,51.8,L,1,51.8,4.848969148346472,LOW_EXPOSURE
69,180,16,51.8,L,3,155.5,6.905727782298952,LOW_EXPOSURE
69,180,16,51.8,L,5,259.2,7.897744194962831,LOW_EXPOSURE
69,180,16,51.8,L,8,414.7,8.820835273946248,MODERATE_EXPOSURE
69,180,16,51.8,L,10,518.4,9.261443211174383,MODERATE_EXPOSURE
69,180,16,51.8,L,15,777.6,10.064769301667807,MODERATE_EXPOSURE
69,180,16,51.8,L,30,1555.2,11.443422710721428,HIGH_EXPOSURE
69,180,16,51.8,L,50,2592.0,12.462007176086834,HIGH_EXPOSURE
69,180,16,51.8,P,0.5,25.9,3.634983402784777,LOW_EXPOSURE
69,180,16,51.8,P,1,51.8,4.828802010656048,LOW_EXPOSURE
69,180,16,51.8,P,3,155.5,6.883755949108771,LOW_EXPOSURE
69,180,16,51.8,P,5,259.2,7.87536603937377,LOW_EXPOSURE
69,180,16,51.8,P,8,414.7,8.798220935224114,MODERATE_EXPOSURE
69,180,16,51.8,P,10,518.4,9.238748876215134,MODERATE_EXPOSURE
